,Experiment_ID,Genome,antibody,antibody used,antibody name,antibody target,chromatin ip antibody,cell antibody,chip antibody target,chip antibody,chip_antibody,ip antibody
40712,srx4483403,hg19,s2 pol ii,nan,nan,nan,nan,nan,nan,s2 pol ii,nan,nan
40713,srx4483404,hg19,s2 pol ii,nan,nan,nan,nan,nan,nan,s2 pol ii,nan,nan
40764,srx4488123,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40765,srx4488124,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40766,srx4488125,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40767,srx4488126,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40768,srx4488127,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40769,srx4488128,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40770,srx4488129,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40771,srx4488130,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40772,srx4488131,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40773,srx4488132,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40774,srx4488133,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40775,srx4488134,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40776,srx4488135,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40777,srx4488136,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40778,srx4488137,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40779,srx4488138,hg19,histone h3 lysine 4 trimethylation,nan,nan,nan,nan,nan,nan,histone h3 lysine 4 trimethylation,nan,nan
40780,srx448939,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
40781,srx448940,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
40782,srx448941,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
40783,srx448942,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
40784,srx448943,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
40785,srx448944,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
40787,srx448946,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
40788,srx448947,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
40789,srx448948,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
40790,srx448949,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
40791,srx448950,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
40792,srx448951,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
40794,srx448953,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
40795,srx448954,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
40796,srx448955,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
40797,srx448956,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
40798,srx448957,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
40799,srx448958,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
40801,srx448960,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
40802,srx448961,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
40803,srx448962,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
40804,srx448963,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,h3k36me3,nan,nan
40805,srx448964,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
40806,srx448965,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
40815,srx4493008,hg19,h3,nan,nan,nan,nan,nan,nan,nan,nan,nan
40816,srx4493009,hg19,h3,nan,nan,nan,nan,nan,nan,nan,nan,nan
40817,srx4493010,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
40818,srx4493011,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
40819,srx4493012,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
40820,srx4493013,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
40823,srx4493016,hg19,gfi1b,nan,nan,nan,nan,nan,nan,nan,nan,nan
40824,srx4493017,hg19,gfi1b,nan,nan,nan,nan,nan,nan,nan,nan,nan
40827,srx4493020,hg19,lsd1,nan,nan,nan,nan,nan,nan,nan,nan,nan
40828,srx4493021,hg19,lsd1,nan,nan,nan,nan,nan,nan,nan,nan,nan
40869,srx4497144,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40870,srx4497145,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40871,srx4497146,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40872,srx4497147,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40873,srx4497148,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40874,srx4497149,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40875,srx4497150,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40876,srx4497151,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40952,srx4521385,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40956,srx4521389,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40966,srx4521399,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40967,srx4521400,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40968,srx4521401,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40972,srx4521405,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40973,srx4521406,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
40974,srx4521407,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
41131,srx4555898,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41132,srx4555899,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41133,srx4555900,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41134,srx4555901,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41135,srx4555902,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41136,srx4555903,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41149,srx4561211,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
41164,srx4574091,hg19,polr3a,nan,nan,nan,nan,nan,nan,polr3a,nan,nan
41165,srx4574092,hg19,polr3a,nan,nan,nan,nan,nan,nan,polr3a,nan,nan
41166,srx4574093,hg19,polr3a,nan,nan,nan,nan,nan,nan,polr3a,nan,nan
41167,srx4574094,hg19,polr3a,nan,nan,nan,nan,nan,nan,polr3a,nan,nan
41180,srx4582746,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
41181,srx4582747,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
41182,srx4582748,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
41183,srx4582749,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
41184,srx4582750,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
41185,srx4582751,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
41186,srx4582752,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
41187,srx4582753,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
41232,srx4599938,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41233,srx4599939,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41234,srx4599940,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41235,srx4599941,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41238,srx4599944,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41241,srx4599947,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41246,srx4599952,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41247,srx4599953,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41254,srx4599960,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41255,srx4599961,hg19,nr,nan,nan,nan,nan,nan,nan,nr,nan,nan
41280,srx4609168,hg19,bcl6,nan,nan,nan,nan,nan,nan,bcl6,nan,nan
41281,srx4609169,hg19,lsd1,nan,nan,nan,nan,nan,nan,lsd1,nan,nan
41282,srx4609170,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
41283,srx4609171,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
41396,srx4615340,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41397,srx4615341,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41398,srx4615342,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41399,srx4615343,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41400,srx4615344,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41401,srx4615345,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41402,srx4615346,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41403,srx4615347,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41407,srx4615351,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41408,srx4615352,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41410,srx4615354,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41411,srx4615355,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41412,srx4615356,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41413,srx4615357,hg19,alkbh1,nan,nan,nan,nan,nan,nan,nan,nan,nan
41415,srx461539,hg19,h3k27me3 abcam ab6002,nan,nan,nan,nan,nan,nan,h3k27me3 abcam ab6002,nan,nan
41416,srx4615406,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41417,srx4615407,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41418,srx4615408,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41419,srx4615409,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41420,srx461540,hg19,h3k4me3 abcam ab8580,nan,nan,nan,nan,nan,nan,h3k4me3 abcam ab8580,nan,nan
41421,srx4615410,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41422,srx4615411,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41423,srx4615412,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41424,srx4615413,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
41425,srx4615414,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41426,srx4615415,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41427,srx4615416,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41428,srx4615417,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41429,srx4615418,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41430,srx4615419,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41431,srx461541,hg19,h3k9ac abcam ab4441,nan,nan,nan,nan,nan,nan,h3k9ac abcam ab4441,nan,nan
41432,srx4615420,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41433,srx4615421,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41434,srx4615422,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41435,srx4615423,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41436,srx4615424,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41437,srx4615425,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41438,srx4615426,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41439,srx4615427,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41440,srx4615428,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41441,srx4615429,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41443,srx4615430,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41444,srx4615431,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41445,srx4615432,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41446,srx4615433,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41447,srx4615434,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41448,srx4615435,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41449,srx4615436,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41450,srx4615437,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41451,srx4615438,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41452,srx4615439,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41453,srx461543,hg19,h3k27me3 abcam ab6002,nan,nan,nan,nan,nan,nan,h3k27me3 abcam ab6002,nan,nan
41454,srx4615440,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41455,srx4615441,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41456,srx4615442,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
41457,srx4615443,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41458,srx4615444,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41459,srx4615445,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41460,srx4615446,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41461,srx4615447,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41462,srx4615448,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41463,srx4615449,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41464,srx461544,hg19,h3k4me3 abcam ab8580,nan,nan,nan,nan,nan,nan,h3k4me3 abcam ab8580,nan,nan
41465,srx4615450,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41466,srx4615451,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41467,srx4615452,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41468,srx4615453,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41469,srx4615454,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41470,srx4615455,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41471,srx4615456,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41472,srx4615457,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41473,srx4615458,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41474,srx4615459,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41475,srx461545,hg19,h3k9ac abcam ab4441,nan,nan,nan,nan,nan,nan,h3k9ac abcam ab4441,nan,nan
41476,srx4615460,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
41477,srx4615461,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41478,srx4615462,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41479,srx4615463,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41480,srx4615464,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41481,srx4615465,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41482,srx4615466,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41483,srx4615467,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41484,srx4615468,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
41485,srx4615469,hg19,wce,nan,nan,nan,nan,nan,nan,nan,nan,nan
41487,srx461547,hg19,h3k27me3 abcam ab6002,nan,nan,nan,nan,nan,nan,h3k27me3 abcam ab6002,nan,nan
41489,srx461551,hg19,h3k27me3 abcam ab6002,nan,nan,nan,nan,nan,nan,h3k27me3 abcam ab6002,nan,nan
41490,srx461552,hg19,h3k4me3 abcam ab8580,nan,nan,nan,nan,nan,nan,h3k4me3 abcam ab8580,nan,nan
41491,srx461553,hg19,h3k9ac abcam ab4441,nan,nan,nan,nan,nan,nan,h3k9ac abcam ab4441,nan,nan
41574,srx4645747,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41575,srx4645748,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41576,srx4645749,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41577,srx4645750,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41578,srx4645751,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41579,srx4645752,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41580,srx4645753,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41581,srx4645754,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41582,srx4645755,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41583,srx4645756,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41584,srx4645757,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41585,srx4645758,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
41587,srx4649666,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
41588,srx4649667,hg19,p53,nan,nan,nan,nan,nan,nan,nan,nan,nan
41589,srx4649668,hg19,p63,nan,nan,nan,nan,nan,nan,nan,nan,nan
41590,srx4649669,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
41591,srx4649670,hg19,p53,nan,nan,nan,nan,nan,nan,nan,nan,nan
41592,srx4649671,hg19,p63,nan,nan,nan,nan,nan,nan,nan,nan,nan
41593,srx4649672,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41594,srx4649673,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
41595,srx4649674,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
41596,srx4649675,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41597,srx4649676,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
41598,srx4649677,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
41599,srx4649678,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
41600,srx4649679,hg19,p53,nan,nan,nan,nan,nan,nan,nan,nan,nan
41601,srx4649680,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
41602,srx4649681,hg19,p53,nan,nan,nan,nan,nan,nan,nan,nan,nan
41705,srx4659200,hg19,na,nan,nan,nan,nan,nan,nan,na,nan,nan
41708,srx4659203,hg19,na,nan,nan,nan,nan,nan,nan,na,nan,nan
41747,srx4666810,hg19,h3k27ac abcam ab4729,nan,nan,nan,nan,nan,nan,h3k27ac abcam ab4729,nan,nan
41748,srx4666811,hg19,h3k27ac abcam ab4729,nan,nan,nan,nan,nan,nan,h3k27ac abcam ab4729,nan,nan
41749,srx4666812,hg19,h3k27ac abcam ab4729,nan,nan,nan,nan,nan,nan,h3k27ac abcam ab4729,nan,nan
41750,srx4666813,hg19,h3k27ac abcam ab4729,nan,nan,nan,nan,nan,nan,h3k27ac abcam ab4729,nan,nan
41755,srx4668781,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41757,srx4668783,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41759,srx4668785,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41761,srx4668787,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41763,srx4668789,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41765,srx4668791,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41767,srx4668793,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41769,srx4668795,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41771,srx4668797,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41773,srx4668799,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41775,srx4668801,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41777,srx4668803,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41779,srx4668805,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41781,srx4668807,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41783,srx4668809,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41785,srx4668811,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41787,srx4668813,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41789,srx4668815,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41791,srx4668817,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41793,srx4668819,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41795,srx4668821,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41797,srx4668823,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41799,srx4668825,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41801,srx4668827,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41803,srx4668829,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41805,srx4668831,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41807,srx4668833,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41809,srx4668835,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41811,srx4668837,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41813,srx4668839,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41815,srx4668841,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41817,srx4668843,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41819,srx4668845,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41821,srx4668847,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41823,srx4668849,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41825,srx4668851,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41827,srx4668853,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41829,srx4668855,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41831,srx4668857,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41833,srx4668859,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41835,srx4668861,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41837,srx4668863,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41839,srx4668865,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41841,srx4668867,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41843,srx4668869,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41845,srx4668871,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41847,srx4668873,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41849,srx4668875,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41851,srx4668877,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41853,srx4668879,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41855,srx4668881,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41857,srx4668883,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41859,srx4668885,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41861,srx4668887,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41863,srx4668889,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41865,srx4668891,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41867,srx4668893,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41869,srx4668895,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41871,srx4668897,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41873,srx4668899,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41875,srx4668901,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41877,srx4668903,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
